"license","Licensee Information","Business Name:","License Number:","In Business:","Location Address:","City/Town:","State:","Telephone Number:","Trade Name","Address","Town","County","License #","Permissions","Expiration Date","On or Off","latitude","longitude","accuracy","marker-size","marker-color","marker-symbol"
"5788",NA,"BIG 20 BOWLING CENTER","5788","Yes","382 US ROUTE ONE","SCARBOROUGH","ME","883-2131","BIG 20 BOWLING CENTER","382 US ROUTE ONE","SCARBOROUGH","CUMBERLAND","5788","S-V-M","12/05/2014","ON",43.584152,-70.356699,"street_address","small","#f44","restaurant"
"5792",NA,"NONESUCH RIVER GOLF CLUB, LLC","5792","Yes","304 GORHAM ROAD","SCARBOROUGH","ME","878-0007","NONESUCH RIVER GOLF CLUB, LLC","304 GORHAM ROAD","SCARBOROUGH","CUMBERLAND","5792","S-V-M-Y","06/24/2015","ON",43.6234564,-70.3651395,"street_address","small","#f44","restaurant"
"5796",NA,"WILLOWDALE GOLF CLUB","5796","Yes","52 WILLOWDALE ROAD","SCARBOROUGH","ME","883-9351","WILLOWDALE GOLF CLUB","52 WILLOWDALE ROAD","SCARBOROUGH","CUMBERLAND","5796","S-V-M-Y","03/31/2015","ON",43.5801952,-70.3525566,"street_address","small","#f44","restaurant"
"5799",NA,"POLLY'S PIT STOP","5799","Yes","877 MAIN STREET","OXFORD","ME","539-8249","POLLY'S PIT STOP","877 MAIN STREET","OXFORD","OXFORD","5799","M-V","04/15/2015","ON",44.155763,-70.48349,"street_address","small","#f44","restaurant"
"5800",NA,"CORSICAN RESTAURANT","5800","Yes","9 MECHANIC STREET","FREEPORT","ME","865-9421","CORSICAN RESTAURANT","9 MECHANIC STREET","FREEPORT","CUMBERLAND","5800","V-M","08/18/2015","ON",43.8577509,-70.1015593,"street_address","small","#f44","restaurant"
"5801",NA,"SALT WATER GRILLE","5801","Yes","231 FRONT STREET","SOUTH PORTLAND","ME","799-5400/5444","SALT WATER GRILLE","231 FRONT STREET","SOUTH PORTLAND","CUMBERLAND","5801","S-V-M","05/16/2015","ON",43.6495732,-70.2423278,"street_address","small","#f44","restaurant"
"5808",NA,"MILL 67","5808","Yes","61 WASHINGTON STREET","SANFORD","ME","324-6767","MILL 67","61 WASHINGTON STREET","SANFORD","YORK","5808","S-V-M","03/10/2015","ON",43.4410352,-70.7731256,"street_address","small","#f44","restaurant"
"5809",NA,"ROBERTO'S RESTAURANT","5809","Yes","200 SHORE ROAD","OGUNQUIT","ME","646-8130","ROBERTO'S RESTAURANT","200 SHORE ROAD","OGUNQUIT","YORK","5809","S-V-M","04/07/2015","ON",43.2429522,-70.5967317,"street_address","small","#f44","restaurant"
"5810",NA,"PIZZA HUT","5810","Yes","25 MAIN STREET","WESTBROOK","ME","","PIZZA HUT","25 MAIN STREET","WESTBROOK","CUMBERLAND","5810","M","04/16/2015","ON",43.6773979,-70.3310796,"street_address","small","#f44","restaurant"
"5811",NA,"ANTHONY'S ITALIAN KITCHEN","5811","Yes","151 MIDDLE ST","PORTLAND","ME","774-8668","ANTHONY'S ITALIAN KITCHEN","151 MIDDLE ST","PORTLAND","CUMBERLAND","5811","M-V","06/06/2015","ON",43.6582367,-70.2539623,"street_address","small","#f44","restaurant"
"5812",NA,"WILLOW'S PIZZA AND RESTAURANT","5812","Yes","1422 BROADWAY","SOUTH PORTLAND","ME","799-7511","WILLOW'S PIZZA AND RESTAURANT","1422 BROADWAY","SOUTH PORTLAND","CUMBERLAND","5812","V-M","11/13/2014","ON",43.6300834,-70.2912695,"street_address","small","#f44","restaurant"
"5815",NA,"OAKDALE COUNTRY CLUB","5815","Yes","13 COUNTRY CLUB ROAD","MEXICO","ME","364-3951","OAKDALE COUNTRY CLUB","13 COUNTRY CLUB ROAD","MEXICO","OXFORD","5815","S-V-M","05/03/2015","ON",44.5411312,-70.5139769,"route","small","#f44","restaurant"
"5823",NA,"CLAMBAKE, INC.","5823","Yes","352 PINE POINT ROAD","SCARBOROUGH","ME","883-4871","CLAMBAKE, INC.","352 PINE POINT ROAD","SCARBOROUGH","CUMBERLAND","5823","S-V-M","02/19/2015","ON",43.5433529,-70.347709,"street_address","small","#f44","restaurant"
"5824",NA,"RUGGIERO'S","5824","Yes","106 MAIN STREET","SOUTH WINDHAM","ME","652-4422","RUGGIERO'S","106 MAIN STREET","SOUTH WINDHAM","CUMBERLAND","5824","V-M","12/08/2014","ON",43.7457061,-70.4252005,"street_address","small","#f44","restaurant"
"5828",NA,"GOLDEN PALACE RESTAURANT","5828","Yes","1364 MAIN STREET","SANFORD","ME","490-3800","GOLDEN PALACE RESTAURANT","1364 MAIN STREET","SANFORD","YORK","5828","S-V-M","11/04/2014","ON",43.4150091,-70.7460524,"street_address","small","#f44","restaurant"
"5829",NA,"BRIDGTON HIGHLANDS COUNTRY CLUB","5829","Yes","379 HIGHLAND ROAD","BRIDGTON","ME","647-3491","BRIDGTON HIGHLANDS COUNTRY CLUB","379 HIGHLAND ROAD","BRIDGTON","CUMBERLAND","5829","Y-S-V-M","04/30/2015","ON",44.0792457,-70.7246989,"street_address","small","#f44","restaurant"
"5830",NA,"CUMBERLAND HOUSE OF PIZZA","5830","Yes","176 GRAY ROAD","CUMBERLAND","ME","829-5400","CUMBERLAND HOUSE OF PIZZA","176 GRAY ROAD","CUMBERLAND","CUMBERLAND","5830","S-V-M","01/17/2015","ON",43.814768,-70.31396,"street_address","small","#f44","restaurant"
"5833",NA,"BRIDGEWAY RESTAURANT, INC.","5833","Yes","71 - 77 OCEAN STREET","SOUTH PORTLAND","ME","799-5418","BRIDGEWAY RESTAURANT, INC.","71 - 77 OCEAN STREET","SOUTH PORTLAND","CUMBERLAND","5833","S-V-M","12/31/2014","ON",43.6392999,-70.2536013,"street_address","small","#f44","restaurant"
"5835",NA,"CLAM SHANTY","5835","Yes","45 WELLS PLAZA","WELLS","ME","216-4005","CLAM SHANTY","45 WELLS PLAZA","WELLS","YORK","5835","M-V","06/30/2015","ON",43.300299,-70.5843943,"street_address","small","#f44","restaurant"
"5836",NA,"ARROWS RESTAURANT","5836","Yes","43 OGUNQUIT ROAD","CAPE NEDDICK","ME","361-1100","ARROWS RESTAURANT","43 OGUNQUIT ROAD","CAPE NEDDICK","YORK","5836","S-V-M","04/13/2015","ON",43.2494162,-70.6333615,"street_address","small","#f44","restaurant"
"584",NA,"HANNAFORD #8349","584","Yes","71 COLONIAL DRIVE","STANDISH","ME","642-5533","HANNAFORD #8349","71 COLONIAL DRIVE","STANDISH","CUMBERLAND","584","M-V","12/30/2015","OFF",43.8771186,-70.4620449,"street_address","small","#4f4","alcohol-shop"
"5841",NA,"DRY DOCK RESTAURANT","5841","Yes","641 ELM STREET","BIDDEFORD","ME","282-2994","DRY DOCK RESTAURANT","641 ELM STREET","BIDDEFORD","YORK","5841","M-V","02/27/2015","ON",43.4610842,-70.4915756,"street_address","small","#f44","restaurant"
"5844",NA,"FREEPORT CAFE","5844","Yes","29 US ROUTE ONE","FREEPORT","ME","400-1052","FREEPORT CAFE","29 US ROUTE ONE","FREEPORT","CUMBERLAND","5844","M-V","08/14/2015","ON",43.8547212,-70.1071067,"street_address","small","#f44","restaurant"
"5848",NA,"BLUE SPOON","5848","Yes","89 CONGRESS ST","PORTLAND","ME","773-1116","BLUE SPOON","89 CONGRESS ST","PORTLAND","CUMBERLAND","5848","S-V-M","12/09/2014","ON",43.6668084,-70.2470429,"street_address","small","#f44","restaurant"
"5852",NA,"SHIPYARD PUB & CAFE","5852","Yes","1001 WESTBROOK STREET","PORTLAND","ME","240-694-4100","SHIPYARD PUB & CAFE","1001 WESTBROOK STREET","PORTLAND","CUMBERLAND","5852","S-V-M","01/23/2015","ON",43.647279,-70.3105199,"street_address","small","#f44","restaurant"
"5853",NA,"FLATBREAD COMPANY, THE","5853","Yes","72 COMMERCIAL STREET","PORTLAND","ME","772-8777","FLATBREAD COMPANY, THE","72 COMMERCIAL STREET","PORTLAND","CUMBERLAND","5853","V-M","06/08/2015","ON",43.6572769,-70.2498976,"street_address","small","#f44","restaurant"
"5856",NA,"DUCK FAT","5856","Yes","43 MIDDLE STREET","PORTLAND","ME","774-8080","DUCK FAT","43 MIDDLE STREET","PORTLAND","CUMBERLAND","5856","M-V","12/20/2014","ON",43.6601483,-70.2502757,"street_address","small","#f44","restaurant"
"5858",NA,"GREAT LOST BEAR, THE","5858","Yes","540 FOREST AVE","PORTLAND","ME","772-0300","GREAT LOST BEAR, THE","540 FOREST AVE","PORTLAND","CUMBERLAND","5858","S-V-M","02/21/2015","ON",43.667938,-70.280355,"street_address","small","#f44","restaurant"
"5859",NA,"POINT SEBAGO RESORT","5859","Yes","261 POINT SEBAGO RD","CASCO","ME","655-7949","POINT SEBAGO RESORT","261 POINT SEBAGO RD","CASCO","CUMBERLAND","5859","Y-S&V&M-S-V-M","04/30/2015","ON",43.930043,-70.5431465,"street_address","small","#f44","restaurant"
"586",NA,"MR. MIKE'S WINDHAM","586","Yes","670 ROOSEVELT TRAIL","WINDHAM","ME","207-893-1184","MR. MIKE'S WINDHAM","670 ROOSEVELT TRAIL","WINDHAM","CUMBERLAND","586","M-V","02/28/2015","OFF",43.8291822,-70.4348226,"street_address","small","#4f4","alcohol-shop"
"5862",NA,"PALACE DINER","5862","Yes","18 FRANKLIN STREET","BIDDEFORD","ME","284-0015","PALACE DINER","18 FRANKLIN STREET","BIDDEFORD","YORK","5862","S-V-M","04/09/2015","ON",43.492596,-70.4546373,"street_address","small","#f44","restaurant"
"5863",NA,"THAI 9 OLD PORT","5863","Yes","90 EXCHANGE STREET","PORTLAND","ME","615-7111","THAI 9 OLD PORT","90 EXCHANGE STREET","PORTLAND","CUMBERLAND","5863","V-M","02/10/2015","ON",43.658169,-70.2554245,"street_address","small","#f44","restaurant"
"5864",NA,"CHIA SEN","5864","Yes","456 PAYNE ROAD  SUITE 8","SCARBOROUGH","ME","883-7665","CHIA SEN","456 PAYNE ROAD  SUITE 8","SCARBOROUGH","CUMBERLAND","5864","S-V-M","10/21/2015","ON",43.6247732,-70.3493351,"subpremise","small","#f44","restaurant"
"5865",NA,"COLONIAL BOWLING CENTER","5865","Yes","399 R MAIN STREET","WESTBROOK","ME","854-8936","COLONIAL BOWLING CENTER","399 R MAIN STREET","WESTBROOK","CUMBERLAND","5865","M","07/13/2015","ON",43.681273,-70.3469641,"street_address","small","#f44","restaurant"
"5867",NA,"SONGO RIVER QUEEN II","5867","Yes","841 ROOSEVELT TRAIL","NAPLES","ME","693-6861","SONGO RIVER QUEEN II","841 ROOSEVELT TRAIL","NAPLES","CUMBERLAND","5867","S-V-M","05/20/2015","ON",43.9697437,-70.602095,"street_address","small","#f44","restaurant"
"5875",NA,"TOWN PIZZA RESTAURANT","5875","Yes","15 WENTWORTH ST","KITTERY","ME","439-1265","TOWN PIZZA RESTAURANT","15 WENTWORTH ST","KITTERY","YORK","5875","M","07/08/2015","ON",43.0867516,-70.7428775,"street_address","small","#f44","restaurant"
"5879",NA,"MISS PORTLAND DINER","5879","Yes","140 MARGINAL WAY","PORTLAND","ME","917-951-4109","MISS PORTLAND DINER","140 MARGINAL WAY","PORTLAND","CUMBERLAND","5879","S-V-M","11/26/2015","ON",43.66348,-70.263199,"street_address","small","#f44","restaurant"
"5881",NA,"POM'S THAI RESTAURANT","5881","Yes","209 WESTERN AVENUE","SOUTH PORTLAND","ME","347-3000","POM'S THAI RESTAURANT","209 WESTERN AVENUE","SOUTH PORTLAND","CUMBERLAND","5881","S-V-M","03/16/2015","ON",43.6374148,-70.3215063,"street_address","small","#f44","restaurant"
"5885",NA,"LINKS AT OUTLOOK GOLF COURSE, THE","5885","Yes","310 ROUTE  4","SOUTH BERWICK","ME","384-4653","LINKS AT OUTLOOK GOLF COURSE, THE","310 ROUTE  4","SOUTH BERWICK","YORK","5885","S-V-M-Y","06/16/2015","ON",43.2860403,-70.7449147,"street_address","small","#f44","restaurant"
"5887",NA,"ROSA  LINDA'S PIZZERIA & CAFE","5887","Yes","506 MAIN STREET","SACO","ME","283-0583","ROSA  LINDA'S PIZZERIA & CAFE","506 MAIN STREET","SACO","YORK","5887","S-V-M","05/20/2015","ON",43.5088385,-70.4355072,"street_address","small","#f44","restaurant"
"5889",NA,"HI BOMBAY","5889","Yes","ONE PLEASANT STREET","PORTLAND","ME","772-8767","HI BOMBAY","ONE PLEASANT STREET","PORTLAND","CUMBERLAND","5889","M-V","05/06/2015","ON",43.6547825,-70.2573924,"street_address","small","#f44","restaurant"
"589",NA,"SPRING POINT MARINA","589","Yes","1 SPRING POINT DRIVE","SOUTH PORTLAND","ME","767-3254","SPRING POINT MARINA","1 SPRING POINT DRIVE","SOUTH PORTLAND","CUMBERLAND","589","M","05/24/2015","OFF",43.648956,-70.2316797,"street_address","small","#4f4","alcohol-shop"
"5891",NA,"OTTO","5891","Yes","225 CONGRESS ST","PORTLAND","ME","773-7099","OTTO","225 CONGRESS ST","PORTLAND","CUMBERLAND","5891","M-V","12/16/2014","ON",43.6631862,-70.2514619,"street_address","small","#f44","restaurant"
"5895",NA,"OARWEED RESTAURANT MANAGEMENT, INC.","5895","Yes","65 PERKINS COVE ROAD","OGUNQUIT","ME","646-4022","OARWEED RESTAURANT MANAGEMENT, INC.","65 PERKINS COVE ROAD","OGUNQUIT","YORK","5895","S-V-M","05/04/2015","ON",43.248889,-70.599167,"locality","small","#f44","restaurant"
"5903",NA,"BARN SEAFOOD N GRILL, THE","5903","Yes","1000 ROUTE ONE","YORK","ME","363-4721","BARN SEAFOOD N GRILL, THE","1000 ROUTE ONE","YORK","YORK","5903","S-V-M","02/18/2015","ON",43.1139413,-70.7304129,"street_address","small","#f44","restaurant"
"5909",NA,"WILD WILLY BURGERS","5909","Yes","765 US ROUTE ONE","YORK","ME","363-9924","WILD WILLY BURGERS","765 US ROUTE ONE","YORK","YORK","5909","V-M","05/23/2015","ON",43.1634673,-70.6447163,"street_address","small","#f44","restaurant"
"591",NA,"BROADWAY VARIETY","591","Yes","771 BROADWAY","SOUTH PORTLAND","ME","767-2577","BROADWAY VARIETY","771 BROADWAY","SOUTH PORTLAND","CUMBERLAND","591","V-M","10/31/2015","OFF",43.6328157,-70.2624976,"street_address","small","#4f4","alcohol-shop"
"5913",NA,"FRYEBURG HOUSE OF PIZZA","5913","Yes","11  PORTLAND ST","FRYEBURG","ME","935-4172","FRYEBURG HOUSE OF PIZZA","11  PORTLAND ST","FRYEBURG","OXFORD","5913","S-V-M","05/04/2015","ON",44.0165525,-70.9800216,"street_address","small","#f44","restaurant"
"5914",NA,"JAMESON TAVERN","5914","Yes","115 MAIN STREET","FREEPORT","ME","865-4196","JAMESON TAVERN","115 MAIN STREET","FREEPORT","CUMBERLAND","5914","S-V-M","07/02/2015","ON",43.8583079,-70.102834,"street_address","small","#f44","restaurant"
"5917",NA,"DOGFISH CAFE","5917","Yes","953 CONGRESS STREET        **TEMP THRU 01/31/2015**","PORTLAND","ME","253-5400","DOGFISH CAFE","953 CONGRESS STREET	 **TEMP THRU
01/31/2015**","PORTLAND","CUMBERLAND","5917","S-V-M","11/06/2014","ON",43.661471,-70.2553259,"locality","small","#f44","restaurant"
"592",NA,"FARM STAND, THE","592","Yes","161 OCEAN STREET","SOUTH PORTLAND","ME","207-671-5341","FARM STAND, THE","161 OCEAN STREET","SOUTH PORTLAND","CUMBERLAND","592","V-M","07/23/2015","OFF",43.636891,-70.2528141,"street_address","small","#4f4","alcohol-shop"
"5922",NA,"COVERED WAGON RESTAURANT","5922","Yes","29 MAIN STREET","MEXICO","ME","369-9448","COVERED WAGON RESTAURANT","29 MAIN STREET","MEXICO","OXFORD","5922","M-V","09/01/2015","ON",44.5561992,-70.545165,"street_address","small","#f44","restaurant"
"593",NA,"WAL-MART SUPER-CENTER  #1788","593","Yes","500 GALLERY BLVD.","SCARBOROUGH","ME","207-885-5567","WAL-MART SUPER-CENTER  #1788","500 GALLERY BLVD.","SCARBOROUGH","CUMBERLAND","593","V-M","07/01/2015","OFF",43.6222913,-70.343312,"street_address","small","#4f4","alcohol-shop"
"5934",NA,"SACO HOUSE OF PIZZA,INC.","5934","Yes","163 MAIN STREET","SACO","ME","282-5942","SACO HOUSE OF PIZZA,INC.","163 MAIN STREET","SACO","YORK","5934","M","02/11/2015","ON",43.49651,-70.4469289,"street_address","small","#f44","restaurant"
"5935",NA,"SEBAGO BREWING COMPANY","5935","Yes","29 ELM STREET","GORHAM","ME","839-2337","SEBAGO BREWING COMPANY","29 ELM STREET","GORHAM","CUMBERLAND","5935","S-V-M","11/19/2014","ON",43.678444,-70.439474,"street_address","small","#f44","restaurant"
"5936",NA,"OTTO'S PIZZA","5936","Yes","576 A  CONGRESS STREET","PORTLAND","ME","773-7099","OTTO'S PIZZA","576 A  CONGRESS STREET","PORTLAND","CUMBERLAND","5936","V-M","03/31/2015","ON",43.6546392,-70.2622068,"street_address","small","#f44","restaurant"
"5938",NA,"SACO VALLEY SPORTS CENTER","5938","Yes","95 PINE STREET","FRYEBURG","ME","935-3777","SACO VALLEY SPORTS CENTER","95 PINE STREET","FRYEBURG","OXFORD","5938","M-V","08/20/2015","ON",44.0199326,-70.9692916,"street_address","small","#f44","restaurant"
"5939",NA,"DAVID'S 388 RESTAURANT","5939","Yes","388 COTTAGE STREET","SOUTH PORTLAND","ME","773-4340","DAVID'S 388 RESTAURANT","388 COTTAGE STREET","SOUTH PORTLAND","CUMBERLAND","5939","S-V-M","02/26/2015","ON",43.6357194,-70.2352175,"street_address","small","#f44","restaurant"
"594",NA,"HIGHLAND VARIETY, INC.","594","Yes","1275 BRIDGTON ROAD","WESTBROOK","ME","854-5791","HIGHLAND VARIETY, INC.","1275 BRIDGTON ROAD","WESTBROOK","CUMBERLAND","594","V-M","12/01/2014","OFF",43.7461908,-70.3563286,"street_address","small","#4f4","alcohol-shop"
"5940",NA,"PERKINS COVE LOBSTER  SHACK","5940","Yes","110 PERKINS COVE ROAD","OGUNQUIT","ME","646-2941","PERKINS COVE LOBSTER  SHACK","110 PERKINS COVE ROAD","OGUNQUIT","YORK","5940","V-M","04/11/2015","ON",43.248889,-70.599167,"locality","small","#f44","restaurant"
"5942",NA,"PIZZA HUT","5942","Yes","238 BATH ROAD","BRUNSWICK","ME","725-0007","PIZZA HUT","238 BATH ROAD","BRUNSWICK","CUMBERLAND","5942","M-V","12/30/2014","ON",43.9088384,-69.9087947,"street_address","small","#f44","restaurant"
"5943",NA,"BOWL-A-RAMA","5943","Yes","1217 MAIN STREET","SANFORD","ME","324-2401","BOWL-A-RAMA","1217 MAIN STREET","SANFORD","YORK","5943","S-V-M","09/11/2015","ON",43.4213485,-70.7578782,"street_address","small","#f44","restaurant"
"5947",NA,"MABEL'S","5947","Yes","124 OCEAN AVENUE","KENNEBUNKPORT","ME","967-2562","MABEL'S","124 OCEAN AVENUE","KENNEBUNKPORT","YORK","5947","S-V-M","04/14/2015","ON",43.3486604,-70.4724004,"street_address","small","#f44","restaurant"
"595",NA,"OHNO CAFE","595","Yes","87 BRACKETT STREET","PORTLAND","ME","207-774-0773","OHNO CAFE","87 BRACKETT STREET","PORTLAND","CUMBERLAND","595","V-M","03/05/2015","OFF",43.6493516,-70.2638437,"street_address","small","#4f4","alcohol-shop"
"5952",NA,"SPURWINK COUNTRY KITCHEN","5952","Yes","150 SPURWINK ROAD","SCARBOROUGH","ME","799-1177","SPURWINK COUNTRY KITCHEN","150 SPURWINK ROAD","SCARBOROUGH","CUMBERLAND","5952","M-V","06/12/2015","ON",43.577091,-70.275015,"street_address","small","#f44","restaurant"
"5956",NA,"UNO CHICAGO GRILL","5956","Yes","280 MAINE MALL ROAD","SOUTH PORTLAND","ME","617-323-9200","UNO CHICAGO GRILL","280 MAINE MALL ROAD","SOUTH PORTLAND","CUMBERLAND","5956","S-V-M","11/27/2014","ON",43.6365724,-70.3353061,"premise","small","#f44","restaurant"
"5961",NA,"DUNSTAN SCHOOL RESTAURANT, INC.","5961","Yes","591 ROUTE ONE","SCARBOROUGH","ME","883-5261","DUNSTAN SCHOOL RESTAURANT, INC.","591 ROUTE ONE","SCARBOROUGH","CUMBERLAND","5961","S-V-M","06/19/2015","ON",43.5724398,-70.3860573,"street_address","small","#f44","restaurant"
"5963",NA,"QUE HUONG , LLC","5963","Yes","49 MAIN STREET","BIDDEFORD","ME","571-8050","QUE HUONG , LLC","49 MAIN STREET","BIDDEFORD","YORK","5963","M","10/13/2015","ON",43.4925397,-70.4518768,"street_address","small","#f44","restaurant"
"5966",NA,"US AIRWAYS, INC.","5966","Yes","1001 WESTBROOK STREET","PORTLAND","ME","412-456-2135","US AIRWAYS, INC.","1001 WESTBROOK STREET","PORTLAND","CUMBERLAND","5966","S-V-M","02/23/2015","ON",43.647279,-70.3105199,"street_address","small","#f44","restaurant"
"5967",NA,"SIANO'S","5967","Yes","476 STEVENS AVENUE             **TEMP THRU 01/31/2015**","PORTLAND","ME","771-7878","SIANO'S","476 STEVENS AVENUE	     **TEMP THRU
01/31/2015**","PORTLAND","CUMBERLAND","5967","S-V-M","10/18/2014","ON",43.661471,-70.2553259,"locality","small","#f44","restaurant"
"5969",NA,"EMILITSA","5969","Yes","547 CONGRESS STREET","PORTLAND","ME","221-0245","EMILITSA","547 CONGRESS STREET","PORTLAND","CUMBERLAND","5969","S-V-M","01/23/2015","ON",43.6556195,-70.2618168,"street_address","small","#f44","restaurant"
"597",NA,"7-ELEVEN  32541B","597","Yes","1917 FOREST AVE","PORTLAND","ME","878-2911","7-ELEVEN	32541B","1917 FOREST AVE","PORTLAND","CUMBERLAND","597","M-V","12/15/2014","OFF",43.7011362,-70.3212127,"street_address","small","#4f4","alcohol-shop"
"5971",NA,"MAYFLOWER CHINESE RESTAURANT","5971","Yes","CORNWALL SHOPPING CENTER","SOUTH PARIS","ME","","MAYFLOWER CHINESE RESTAURANT","CORNWALL SHOPPING CENTER","SOUTH PARIS","OXFORD","5971","S-V-M","06/14/2015","ON",44.223681,-70.5133929,"neighborhood","small","#f44","restaurant"
"5972",NA,"CVC CATERING GROUP, THE","5972","Yes","500 SOUTHBOROUGH DR","CAPE ELIZABETH","ME","756-7599","CVC CATERING GROUP, THE","500 SOUTHBOROUGH DR","CAPE ELIZABETH","CUMBERLAND","5972","S-V-M","04/30/2015","ON",43.563696,-70.2000467,"locality","small","#f44","restaurant"
"5978",NA,"LEAVITT THEATRE","5978","Yes","259 MAIN STREET","OGUNQUIT","ME","646-3123","LEAVITT THEATRE","259 MAIN STREET","OGUNQUIT","YORK","5978","M-V","05/30/2015","ON",43.250452,-70.600511,"street_address","small","#f44","restaurant"
"5985",NA,"CAPTAIN'S GALLEY, THE","5985","Yes","168 SACO AVENUE","OLD ORCHARD BEACH","ME","934-1336","CAPTAIN'S GALLEY, THE","168 SACO AVENUE","OLD ORCHARD BEACH","YORK","5985","S-V-M","12/12/2014","ON",43.5107465,-70.3995306,"street_address","small","#f44","restaurant"
"5989",NA,"ARTEMISIA CAFE","5989","Yes","61 PLEASANT STREET","PORTLAND","ME","761-0135","ARTEMISIA CAFE","61 PLEASANT STREET","PORTLAND","CUMBERLAND","5989","S-V-M","02/11/2015","ON",43.6538996,-70.259162,"street_address","small","#f44","restaurant"
"5990",NA,"SEACOAST PIZZA & PASTA LLC","5990","Yes","901 POST ROAD","WELLS","ME","646-1696","SEACOAST PIZZA & PASTA LLC","901 POST ROAD","WELLS","YORK","5990","V-M","08/21/2015","ON",43.3001398,-70.5866302,"street_address","small","#f44","restaurant"
"5991",NA,"MEDIOCRE DELI","5991","Yes","131 OSSIPPEE TRAIL W","STANDISH","ME","642-1074","MEDIOCRE DELI","131 OSSIPPEE TRAIL W","STANDISH","CUMBERLAND","5991","M","11/03/2014","ON",43.7340054,-70.5650624,"street_address","small","#f44","restaurant"
"5993",NA,"SANFORD COUNTRY CLUB","5993","Yes","588 COUNTRY CLUB RD","SANFORD","ME","490-2744","SANFORD COUNTRY CLUB","588 COUNTRY CLUB RD","SANFORD","YORK","5993","S-V-M","04/29/2015","ON",43.393138,-70.7394444,"street_address","small","#f44","restaurant"
"5994",NA,"CHAO THAI RESTAURANT","5994","Yes","244  MAIN STREET","BRIDGTON","ME","I","CHAO THAI RESTAURANT","244  MAIN STREET","BRIDGTON","CUMBERLAND","5994","V-M","04/27/2015","ON",44.0540967,-70.7020367,"street_address","small","#f44","restaurant"
"6",NA,"THRIFTWAY SUPERMARKET","6","Yes","111  BRIDGTON ROAD","FRYEBURG","ME","935-4922","THRIFTWAY SUPERMARKET","111  BRIDGTON ROAD","FRYEBURG","OXFORD","6","V-M","10/25/2015","OFF",44.0200142,-70.9640156,"street_address","small","#4f4","alcohol-shop"
"600",NA,"J & S GROCERY & DELI","600","Yes","432 ALFRED ROAD","SANFORD","ME","324-0804","J & S GROCERY & DELI","432 ALFRED ROAD","SANFORD","YORK","600","M-V","10/02/2015","OFF",43.4631072,-70.7572265,"street_address","small","#4f4","alcohol-shop"
"6022",NA,"POP'S TAVERN","6022","Yes","13 BACON STREET","BIDDEFORD","ME","282-9627","POP'S TAVERN","13 BACON STREET","BIDDEFORD","YORK","6022","M","04/08/2015","ON",43.4917856,-70.453512,"street_address","small","#f44","restaurant"
"6027",NA,"MAMA'S CROW BAR","6027","Yes","189 CONGRESS STREET","PORTLAND","ME","357-7678","MAMA'S CROW BAR","189 CONGRESS STREET","PORTLAND","CUMBERLAND","6027","M","02/28/2015","ON",43.6642269,-70.2500582,"street_address","small","#f44","restaurant"
"6044",NA,"DOC'S TAVERN","6044","Yes","35 FRANKLIN STREET","BIDDEFORD","ME","284-4644","DOC'S TAVERN","35 FRANKLIN STREET","BIDDEFORD","YORK","6044","M","06/30/2015","ON",43.4921378,-70.4550123,"street_address","small","#f44","restaurant"
"605",NA,"VIC & WHIT'S SANDWICH SHOP","605","Yes","206 MAIN STREET","SACO","ME","284-6710","VIC & WHIT'S SANDWICH SHOP","206 MAIN STREET","SACO","YORK","605","M-V","06/26/2015","OFF",43.497399,-70.446688,"street_address","small","#4f4","alcohol-shop"
"609",NA,"HOLBROOKS STORE","609","Yes","984 CUNDYS BARBOR ROAD","HARPSWELL","ME","725-0022","HOLBROOKS STORE","984 CUNDYS BARBOR ROAD","HARPSWELL","CUMBERLAND","609","M-V","05/06/2015","OFF",43.7953328,-69.8933254,"street_address","small","#4f4","alcohol-shop"
"613",NA,"SUN TRS WAGON WHEEL, LLC","613","Yes","3 OLD ORCHARD ROAD","OLD ORCHARD BEACH","ME","207-934-2160","SUN TRS WAGON WHEEL, LLC","3 OLD ORCHARD ROAD","OLD ORCHARD BEACH","YORK","613","M-V","06/04/2015","OFF",43.505049,-70.4090499,"street_address","small","#4f4","alcohol-shop"
"623",NA,"AMATO'S SANDWICH SHOP","623","Yes","1379 WASHINGTON STREET","PORTLAND","ME","797-5514","AMATO'S SANDWICH SHOP","1379 WASHINGTON STREET","PORTLAND","CUMBERLAND","623","V-M","07/17/2015","OFF",43.699709,-70.287711,"street_address","small","#4f4","alcohol-shop"
"626",NA,"CLAYTON'S GOURMET MARKET & CAFE","626","Yes","447 ROUTE ONE","YARMOUTH","ME","846-1117","CLAYTON'S GOURMET MARKET & CAFE","447 ROUTE ONE","YARMOUTH","CUMBERLAND","626","V","08/30/2015","OFF",43.8006208,-70.1867227,"locality","small","#4f4","alcohol-shop"
"627",NA,"TERRA COTTA PASTA COMPANY, INC.","627","Yes","52A STATE ROAD","KITTERY","ME","207-475-3025","TERRA COTTA PASTA COMPANY, INC.","52A STATE ROAD","KITTERY","YORK","627","V","04/08/2015","OFF",43.089844,-70.748302,"street_address","small","#4f4","alcohol-shop"
