"license","Licensee Information","Business Name:","License Number:","In Business:","Location Address:","City/Town:","State:","Telephone Number:","Trade Name","Address","Town","County","License #","Permissions","Expiration Date","On or Off","latitude","longitude","accuracy","marker-size","marker-color","marker-symbol"
"5887",NA,"ROSA  LINDA'S PIZZERIA & CAFE","5887","Yes","506 MAIN STREET","SACO","ME","283-0583","ROSA  LINDA'S PIZZERIA & CAFE","506 MAIN STREET","SACO","YORK","5887","S-V-M","05/20/2015","ON",44.412849,44.412849,"street_address","small","#f44","restaurant"
"5889",NA,"HI BOMBAY","5889","Yes","ONE PLEASANT STREET","PORTLAND","ME","772-8767","HI BOMBAY","ONE PLEASANT STREET","PORTLAND","CUMBERLAND","5889","M-V","05/06/2015","ON",44.4681719,44.4681719,"route","small","#f44","restaurant"
"5891",NA,"OTTO","5891","Yes","225 CONGRESS ST","PORTLAND","ME","773-7099","OTTO","225 CONGRESS ST","PORTLAND","CUMBERLAND","5891","M-V","12/16/2014","ON",44.218189,44.218189,"street_address","small","#f44","restaurant"
"5895",NA,"OARWEED RESTAURANT MANAGEMENT, INC.","5895","Yes","65 PERKINS COVE ROAD","OGUNQUIT","ME","646-4022","OARWEED RESTAURANT MANAGEMENT, INC.","65 PERKINS COVE ROAD","OGUNQUIT","YORK","5895","S-V-M","05/04/2015","ON",44.4748527,44.4748527,"street_address","small","#f44","restaurant"
"5903",NA,"BARN SEAFOOD N GRILL, THE","5903","Yes","1000 ROUTE ONE","YORK","ME","363-4721","BARN SEAFOOD N GRILL, THE","1000 ROUTE ONE","YORK","YORK","5903","S-V-M","02/18/2015","ON",44.54771,44.54771,"street_address","small","#f44","restaurant"
"5909",NA,"WILD WILLY BURGERS","5909","Yes","765 US ROUTE ONE","YORK","ME","363-9924","WILD WILLY BURGERS","765 US ROUTE ONE","YORK","YORK","5909","V-M","05/23/2015","ON",44.5515476,44.5515476,"street_address","small","#f44","restaurant"
"5913",NA,"FRYEBURG HOUSE OF PIZZA","5913","Yes","11  PORTLAND ST","FRYEBURG","ME","935-4172","FRYEBURG HOUSE OF PIZZA","11  PORTLAND ST","FRYEBURG","OXFORD","5913","S-V-M","05/04/2015","ON",44.213138,44.213138,"street_address","small","#f44","restaurant"
"5917",NA,"DOGFISH CAFE","5917","Yes","953 CONGRESS STREET        **TEMP THRU 01/31/2015**","PORTLAND","ME","253-5400","DOGFISH CAFE","953 CONGRESS STREET	 **TEMP THRU
01/31/2015**","PORTLAND","CUMBERLAND","5917","S-V-M","11/06/2014","ON",44.5196442,44.5196442,"street_address","small","#f44","restaurant"
"5934",NA,"SACO HOUSE OF PIZZA,INC.","5934","Yes","163 MAIN STREET","SACO","ME","282-5942","SACO HOUSE OF PIZZA,INC.","163 MAIN STREET","SACO","YORK","5934","M","02/11/2015","ON",44.175343,44.175343,"street_address","small","#f44","restaurant"
"5936",NA,"OTTO'S PIZZA","5936","Yes","576 A  CONGRESS STREET","PORTLAND","ME","773-7099","OTTO'S PIZZA","576 A  CONGRESS STREET","PORTLAND","CUMBERLAND","5936","V-M","03/31/2015","ON",44.3257848,44.3257848,"street_address","small","#f44","restaurant"
"5938",NA,"SACO VALLEY SPORTS CENTER","5938","Yes","95 PINE STREET","FRYEBURG","ME","935-3777","SACO VALLEY SPORTS CENTER","95 PINE STREET","FRYEBURG","OXFORD","5938","M-V","08/20/2015","ON",44.4971726,44.4971726,"route","small","#f44","restaurant"
"5940",NA,"PERKINS COVE LOBSTER  SHACK","5940","Yes","110 PERKINS COVE ROAD","OGUNQUIT","ME","646-2941","PERKINS COVE LOBSTER  SHACK","110 PERKINS COVE ROAD","OGUNQUIT","YORK","5940","V-M","04/11/2015","ON",44.54519,44.54519,"street_address","small","#f44","restaurant"
"5943",NA,"BOWL-A-RAMA","5943","Yes","1217 MAIN STREET","SANFORD","ME","324-2401","BOWL-A-RAMA","1217 MAIN STREET","SANFORD","YORK","5943","S-V-M","09/11/2015","ON",44.0147378,44.0147378,"street_address","small","#f44","restaurant"
"5947",NA,"MABEL'S","5947","Yes","124 OCEAN AVENUE","KENNEBUNKPORT","ME","967-2562","MABEL'S","124 OCEAN AVENUE","KENNEBUNKPORT","YORK","5947","S-V-M","04/14/2015","ON",44.218491,44.218491,"street_address","small","#f44","restaurant"
"595",NA,"OHNO CAFE","595","Yes","87 BRACKETT STREET","PORTLAND","ME","207-774-0773","OHNO CAFE","87 BRACKETT STREET","PORTLAND","CUMBERLAND","595","V-M","03/05/2015","OFF",44.4081179,44.4081179,"street_address","small","#4f4","restaurant"
"5963",NA,"QUE HUONG , LLC","5963","Yes","49 MAIN STREET","BIDDEFORD","ME","571-8050","QUE HUONG , LLC","49 MAIN STREET","BIDDEFORD","YORK","5963","M","10/13/2015","ON",44.5560346,44.5560346,"subpremise","small","#f44","restaurant"
"5966",NA,"US AIRWAYS, INC.","5966","Yes","1001 WESTBROOK STREET","PORTLAND","ME","412-456-2135","US AIRWAYS, INC.","1001 WESTBROOK STREET","PORTLAND","CUMBERLAND","5966","S-V-M","02/23/2015","ON",44.1300718,44.1300718,"subpremise","small","#f44","restaurant"
"5967",NA,"SIANO'S","5967","Yes","476 STEVENS AVENUE             **TEMP THRU 01/31/2015**","PORTLAND","ME","771-7878","SIANO'S","476 STEVENS AVENUE	     **TEMP THRU
01/31/2015**","PORTLAND","CUMBERLAND","5967","S-V-M","10/18/2014","ON",44.4711523,44.4711523,"street_address","small","#f44","restaurant"
"5969",NA,"EMILITSA","5969","Yes","547 CONGRESS STREET","PORTLAND","ME","221-0245","EMILITSA","547 CONGRESS STREET","PORTLAND","CUMBERLAND","5969","S-V-M","01/23/2015","ON",44.1971985,44.1971985,"street_address","small","#f44","restaurant"
"597",NA,"7-ELEVEN  32541B","597","Yes","1917 FOREST AVE","PORTLAND","ME","878-2911","7-ELEVEN	32541B","1917 FOREST AVE","PORTLAND","CUMBERLAND","597","M-V","12/15/2014","OFF",44.0194937,44.0194937,"street_address","small","#4f4","restaurant"
"5978",NA,"LEAVITT THEATRE","5978","Yes","259 MAIN STREET","OGUNQUIT","ME","646-3123","LEAVITT THEATRE","259 MAIN STREET","OGUNQUIT","YORK","5978","M-V","05/30/2015","ON",44.0164538,44.0164538,"street_address","small","#f44","restaurant"
"5985",NA,"CAPTAIN'S GALLEY, THE","5985","Yes","168 SACO AVENUE","OLD ORCHARD BEACH","ME","934-1336","CAPTAIN'S GALLEY, THE","168 SACO AVENUE","OLD ORCHARD BEACH","YORK","5985","S-V-M","12/12/2014","ON",44.2156049,44.2156049,"street_address","small","#f44","restaurant"
"5989",NA,"ARTEMISIA CAFE","5989","Yes","61 PLEASANT STREET","PORTLAND","ME","761-0135","ARTEMISIA CAFE","61 PLEASANT STREET","PORTLAND","CUMBERLAND","5989","S-V-M","02/11/2015","ON",44.5429299,44.5429299,"street_address","small","#f44","restaurant"
"5990",NA,"SEACOAST PIZZA & PASTA LLC","5990","Yes","901 POST ROAD","WELLS","ME","646-1696","SEACOAST PIZZA & PASTA LLC","901 POST ROAD","WELLS","YORK","5990","V-M","08/21/2015","ON",44.5570386,44.5570386,"street_address","small","#f44","restaurant"
"5993",NA,"SANFORD COUNTRY CLUB","5993","Yes","588 COUNTRY CLUB RD","SANFORD","ME","490-2744","SANFORD COUNTRY CLUB","588 COUNTRY CLUB RD","SANFORD","YORK","5993","S-V-M","04/29/2015","ON",44.1515281,44.1515281,"street_address","small","#f44","restaurant"
"6",NA,"THRIFTWAY SUPERMARKET","6","Yes","111  BRIDGTON ROAD","FRYEBURG","ME","935-4922","THRIFTWAY SUPERMARKET","111  BRIDGTON ROAD","FRYEBURG","OXFORD","6","V-M","10/25/2015","OFF",44.212388,44.212388,"street_address","small","#4f4","restaurant"
"600",NA,"J & S GROCERY & DELI","600","Yes","432 ALFRED ROAD","SANFORD","ME","324-0804","J & S GROCERY & DELI","432 ALFRED ROAD","SANFORD","YORK","600","M-V","10/02/2015","OFF",44.212535,44.212535,"street_address","small","#4f4","restaurant"
"6022",NA,"POP'S TAVERN","6022","Yes","13 BACON STREET","BIDDEFORD","ME","282-9627","POP'S TAVERN","13 BACON STREET","BIDDEFORD","YORK","6022","M","04/08/2015","ON",44.2102462,44.2102462,"street_address","small","#f44","restaurant"
"6027",NA,"MAMA'S CROW BAR","6027","Yes","189 CONGRESS STREET","PORTLAND","ME","357-7678","MAMA'S CROW BAR","189 CONGRESS STREET","PORTLAND","CUMBERLAND","6027","M","02/28/2015","ON",44.214151,44.214151,"street_address","small","#f44","restaurant"
"6044",NA,"DOC'S TAVERN","6044","Yes","35 FRANKLIN STREET","BIDDEFORD","ME","284-4644","DOC'S TAVERN","35 FRANKLIN STREET","BIDDEFORD","YORK","6044","M","06/30/2015","ON",44.215002,44.215002,"street_address","small","#f44","restaurant"
"605",NA,"VIC & WHIT'S SANDWICH SHOP","605","Yes","206 MAIN STREET","SACO","ME","284-6710","VIC & WHIT'S SANDWICH SHOP","206 MAIN STREET","SACO","YORK","605","M-V","06/26/2015","OFF",44.177091,44.177091,"street_address","small","#4f4","restaurant"
"613",NA,"SUN TRS WAGON WHEEL, LLC","613","Yes","3 OLD ORCHARD ROAD","OLD ORCHARD BEACH","ME","207-934-2160","SUN TRS WAGON WHEEL, LLC","3 OLD ORCHARD ROAD","OLD ORCHARD BEACH","YORK","613","M-V","06/04/2015","OFF",44.2154219,44.2154219,"street_address","small","#4f4","restaurant"
"623",NA,"AMATO'S SANDWICH SHOP","623","Yes","1379 WASHINGTON STREET","PORTLAND","ME","797-5514","AMATO'S SANDWICH SHOP","1379 WASHINGTON STREET","PORTLAND","CUMBERLAND","623","V-M","07/17/2015","OFF",44.4884245,44.4884245,"locality","small","#4f4","restaurant"
"627",NA,"TERRA COTTA PASTA COMPANY, INC.","627","Yes","52A STATE ROAD","KITTERY","ME","207-475-3025","TERRA COTTA PASTA COMPANY, INC.","52A STATE ROAD","KITTERY","YORK","627","V","04/08/2015","OFF",44.1943252,44.1943252,"street_address","small","#4f4","restaurant"
"632",NA,"EXIT 48 CLIPPER MART","632","Yes","55 RIVERSIDE STREET","PORTLAND","ME","207-871-5888","EXIT 48 CLIPPER MART","55 RIVERSIDE STREET","PORTLAND","CUMBERLAND","632","M-V","05/25/2015","OFF",44.5522959,44.5522959,"street_address","small","#4f4","restaurant"
"633",NA,"LOW'S VARIETY","633","Yes","40 LONG PLAINS ROAD","BUXTON","ME","207-727-3909","LOW'S VARIETY","40 LONG PLAINS ROAD","BUXTON","YORK","633","V-M","09/28/2015","OFF",44.0165525,44.0165525,"street_address","small","#4f4","restaurant"
"65",NA,"WEST ST. MARKET","65","Yes","269 WEST STREET","BIDDEFORD","ME","283-3198","WEST ST. MARKET","269 WEST STREET","BIDDEFORD","YORK","65","M-V","06/28/2015","OFF",44.2294842,44.2294842,"street_address","small","#4f4","restaurant"
"656",NA,"NORTH STREET XTRA MART","656","Yes","333 NORTH STREET","SACO","ME","284-4704","NORTH STREET XTRA MART","333 NORTH STREET","SACO","YORK","656","M-V","02/01/2015","OFF",43.8081018,43.8081018,"street_address","small","#4f4","restaurant"
"658",NA,"7 JACKSON'S CORNER STORE","658","Yes","1486 ALFRED RD.","LYMAN","ME","499-2971","7 JACKSON'S CORNER STORE","1486 ALFRED RD.","LYMAN","YORK","658","V-M","08/21/2015","OFF",44.257815,44.257815,"street_address","small","#4f4","restaurant"
"660",NA,"LILY'S FINE FLOWERS","660","Yes","18 MAIN STREET","CORNISH","ME","625-2366","LILY'S FINE FLOWERS","18 MAIN STREET","CORNISH","YORK","660","V","02/15/2015","OFF",44.4116629,44.4116629,"street_address","small","#4f4","restaurant"
"668",NA,"SACO XTRA MART","668","Yes","28 ELM STREET","SACO","ME","282-4934","SACO XTRA MART","28 ELM STREET","SACO","YORK","668","M-V","02/01/2015","OFF",43.8268545,43.8268545,"street_address","small","#4f4","restaurant"
"672",NA,"WALGREENS #12326","672","Yes","340 ALLEN AVENUE","PORTLAND","ME","207-878-0530","WALGREENS #12326","340 ALLEN AVENUE","PORTLAND","CUMBERLAND","672","V-M","04/22/2015","OFF",44.127465,44.127465,"street_address","small","#4f4","restaurant"
"677",NA,"HANNAFORD  #8221","677","Yes","20 SOKOKIS TRAIL","WATERBORO","ME","207-247-8000","HANNAFORD  #8221","20 SOKOKIS TRAIL","WATERBORO","YORK","677","M-V","04/06/2015","OFF",44.2170893,44.2170893,"street_address","small","#4f4","restaurant"
"678",NA,"SEA N SURF AT THE WAVERLY","678","Yes","2 FERNALD STREET","OLD ORCHARD BEACH","ME","508-887-6634","SEA N SURF AT THE WAVERLY","2 FERNALD STREET","OLD ORCHARD BEACH","YORK","678","M-V","09/10/2015","OFF",44.1916345,44.1916345,"route","small","#4f4","restaurant"
"679",NA,"CLOWN, THE","679","Yes","659 US ROUTE 1","YORK","ME","351-3063","CLOWN, THE","659 US ROUTE 1","YORK","YORK","679","V","05/16/2015","OFF",44.2584088,44.2584088,"street_address","small","#4f4","restaurant"
"680",NA,"AMATO'S","680","Yes","312 ST. JOHN STREET","PORTLAND","ME","828-5978","AMATO'S","312 ST. JOHN STREET","PORTLAND","CUMBERLAND","680","M-V","12/31/2014","OFF",44.4076881,44.4076881,"street_address","small","#4f4","restaurant"
"687",NA,"CUMBERLAND FARMS #5559","687","Yes","3 MAIN STREET","KENNEBUNK","ME","207-985-2471","CUMBERLAND FARMS #5559","3 MAIN STREET","KENNEBUNK","YORK","687","M-V","09/30/2015","OFF",44.1152957,44.1152957,"street_address","small","#4f4","restaurant"
"693",NA,"CUMBERLAND FARMS #5560","693","Yes","7 SOUTH MAIN STREET","OGUNQUIT","ME","207-646-5299","CUMBERLAND FARMS #5560","7 SOUTH MAIN STREET","OGUNQUIT","YORK","693","V-M","09/30/2015","OFF",44.5365917,44.5365917,"street_address","small","#4f4","restaurant"
"7000",NA,"TIN TIN BUFFET","7000","Yes","420 ALFRED STREET","BIDDEFORD","ME","282-0888","TIN TIN BUFFET","420 ALFRED STREET","BIDDEFORD","YORK","7000","S-V-M","09/30/2015","ON",43.8831074,43.8831074,"street_address","small","#f44","restaurant"
"7002",NA,"PORTLAND EXPOSITION BUILDING","7002","Yes","239 PARK AVENUE","PORTLAND","ME","874-8200","PORTLAND EXPOSITION BUILDING","239 PARK AVENUE","PORTLAND","CUMBERLAND","7002","S-V-M","11/15/2015","ON",44.2136578,44.2136578,"street_address","small","#f44","restaurant"
"7003",NA,"CHURCHILL CATERERS","7003","Yes","1037 FOREST AVENUE","PORTLAND","ME","878-2277","CHURCHILL CATERERS","1037 FOREST AVENUE","PORTLAND","CUMBERLAND","7003","S-V-M","06/10/2015","ON",44.5591989,44.5591989,"street_address","small","#f44","restaurant"
"7004",NA,"LUCKY LOGGERS LANDING RESTAURANT","7004","Yes","4 SCAMMON STREET","SACO","ME","283-0485","LUCKY LOGGERS LANDING RESTAURANT","4 SCAMMON STREET","SACO","YORK","7004","V-M","06/11/2015","ON",44.176771,44.176771,"street_address","small","#f44","restaurant"
"7011",NA,"SAMUEL'S BAR & GRILL","7011","Yes","1160 FOREST AVENUE","PORTLAND","ME","797-6924","SAMUEL'S BAR & GRILL","1160 FOREST AVENUE","PORTLAND","CUMBERLAND","7011","S-V-M","10/09/2015","ON",44.223681,44.223681,"neighborhood","small","#f44","restaurant"
"7021",NA,"JP'S BISTRO","7021","Yes","496 WOODFORDS STREET","PORTLAND","ME","899-4224","JP'S BISTRO","496 WOODFORDS STREET","PORTLAND","CUMBERLAND","7021","S-V-M","12/01/2014","ON",44.2119688,44.2119688,"street_address","small","#f44","restaurant"
"7026",NA,"RICHARD'S TAKE-OUT","7026","Yes","1732 N BERWICK ROAD","WELLS","ME","646-8561","RICHARD'S TAKE-OUT","1732 N BERWICK ROAD","WELLS","YORK","7026","M-V","07/22/2015","ON",44.4369512,44.4369512,"street_address","small","#f44","restaurant"
"7035",NA,"CASCO BAY LINES","7035","Yes","56 COMMERCIAL STREET","PORTLAND","ME","774-7871","CASCO BAY LINES","56 COMMERCIAL STREET","PORTLAND","CUMBERLAND","7035","S-V-M","02/27/2015","ON",44.213904,44.213904,"street_address","small","#f44","restaurant"
"7037",NA,"MAINE DINER","7037","Yes","2265 POST ROAD","WELLS","ME","646-4441","MAINE DINER","2265 POST ROAD","WELLS","YORK","7037","V-M","05/11/2015","ON",44.6209133,44.6209133,"street_address","small","#f44","restaurant"
"7038",NA,"CENTER LOVELL INN","7038","Yes","1107 MAIN STREET","LOVELL","ME","925-1575","CENTER LOVELL INN","1107 MAIN STREET","LOVELL","OXFORD","7038","S-V-M","06/09/2015","ON",44.3254947,44.3254947,"street_address","small","#f44","restaurant"
"704",NA,"RITE AID #4133","704","Yes","701 FOREST AVENUE","PORTLAND","ME","717-214-8543","RITE AID #4133","701 FOREST AVENUE","PORTLAND","CUMBERLAND","704","V-M","12/27/2015","OFF",44.550725,44.550725,"street_address","small","#4f4","restaurant"
"7041",NA,"MEKHONG THAI RESTAURANT","7041","Yes","35 WESTERN AVE","KENNEBUNK","ME","967-8827","MEKHONG THAI RESTAURANT","35 WESTERN AVE","KENNEBUNK","YORK","7041","S-V-M","04/28/2015","ON",44.1059185,44.1059185,"street_address","small","#f44","restaurant"
"7045",NA,"VIGNOLA CINQUE TERRE","7045","Yes","10 DANA STREET","PORTLAND","ME","347-6154","VIGNOLA CINQUE TERRE","10 DANA STREET","PORTLAND","CUMBERLAND","7045","S-V-M","07/12/2015","ON",44.3759515,44.3759515,"street_address","small","#f44","restaurant"
"7063",NA,"OXFORD HOUSE INN, THE","7063","Yes","548 MAIN STREET","FRYEBURG","ME","935-3442","OXFORD HOUSE INN, THE","548 MAIN STREET","FRYEBURG","OXFORD","7063","S-V-M","09/19/2015","ON",44.2892492,44.2892492,"street_address","small","#f44","restaurant"
"7074",NA,"STATE THEATRE, THE","7074","Yes","609 CONGRESS STREET","PORTLAND","ME","956-6001","STATE THEATRE, THE","609 CONGRESS STREET","PORTLAND","CUMBERLAND","7074","S-V-M","10/12/2015","ON",44.531299,44.531299,"street_address","small","#f44","restaurant"
"7075",NA,"YORK RIVER HOUSE, THE","7075","Yes","150 US ROUTE ONE","YORK","ME","603-701-2020","YORK RIVER HOUSE, THE","150 US ROUTE ONE","YORK","YORK","7075","S-V-M","04/23/2015","ON",44.5460584,44.5460584,"street_address","small","#f44","restaurant"
"7078",NA,"JOSEPH'S BY THE SEA","7078","Yes","55 WEST GRAND AVE","OLD ORCHARD BEACH","ME","934-5044","JOSEPH'S BY THE SEA","55 WEST GRAND AVE","OLD ORCHARD BEACH","YORK","7078","S-V-M","09/30/2015","ON",43.9079542,43.9079542,"street_address","small","#f44","restaurant"
"7082",NA,"SACOPEE VALLEY HOUSE OF PIZZA","7082","Yes","201 MAIN STREET","CORNISH","ME","625-7777","SACOPEE VALLEY HOUSE OF PIZZA","201 MAIN STREET","CORNISH","YORK","7082","V-M","07/23/2015","ON",44.223399,44.223399,"street_address","small","#f44","restaurant"
"7084",NA,"LAPIZZERIA","7084","Yes","239 MAIN STREET","OGUNQUIT","ME","646-1143","LAPIZZERIA","239 MAIN STREET","OGUNQUIT","YORK","7084","V-M","05/07/2015","ON",44.4466145,44.4466145,"route","small","#f44","restaurant"
"7085",NA,"TOM'S RESTAURANT","7085","Yes","17B EAST GRAND AVENUE","OLD ORCHARD BEACH","ME","934-9874","TOM'S RESTAURANT","17B EAST GRAND AVENUE","OLD ORCHARD BEACH","YORK","7085","S-V-M","05/17/2015","ON",44.0199326,44.0199326,"street_address","small","#f44","restaurant"
"7086",NA,"BLUE","7086","Yes","650A CONGRESS ST","PORTLAND","ME","774-4111","BLUE","650A CONGRESS ST","PORTLAND","CUMBERLAND","7086","M-V","09/14/2015","ON",44.3243357,44.3243357,"locality","small","#f44","restaurant"
"7087",NA,"'CAMP' CAMP","7087","Yes","481 BROWNFIELD ROAD","PORTER","ME","347-453-5257","'CAMP' CAMP","481 BROWNFIELD ROAD","PORTER","OXFORD","7087","V-M","06/10/2015","ON",44.2860382,44.2860382,"premise","small","#f44","restaurant"
"7090",NA,"GINZA TOWN","7090","Yes","1053 FOREST AVENUE","PORTLAND","ME","409-0118","GINZA TOWN","1053 FOREST AVENUE","PORTLAND","CUMBERLAND","7090","S-V-M","04/15/2015","ON",44.4030436,44.4030436,"street_address","small","#f44","restaurant"
"7092",NA,"LEDGES GOLF COURSE COMPANY, THE","7092","Yes","ONE LEDGES DRIVE","YORK","ME","351-3000","LEDGES GOLF COURSE COMPANY, THE","ONE LEDGES DRIVE","YORK","YORK","7092","S&V&M-S-V-M-Y","09/09/2015","ON",44.4102466,44.4102466,"street_address","small","#f44","restaurant"
"7098",NA,"SILLY'S","7098","Yes","40 WASHINGTON AVE","PORTLAND","ME","772-0360","SILLY'S","40 WASHINGTON AVE","PORTLAND","CUMBERLAND","7098","M-V","12/06/2014","ON",44.5561992,44.5561992,"street_address","small","#f44","restaurant"
"7106",NA,"LA PLAYA DE OGUNQUIT","7106","Yes","355 MAIN STREET","OGUNQUIT","ME","646-3300","LA PLAYA DE OGUNQUIT","355 MAIN STREET","OGUNQUIT","YORK","7106","S-V-M","02/26/2015","ON",44.4033059,44.4033059,"street_address","small","#f44","restaurant"
"7116",NA,"APPLEBEE'S NEIGHBORHOOD GRILL & BAR","7116","Yes","550 ALFRED STREET  GATEWAY CENTER","BIDDEFORD","ME","207-282-9466","APPLEBEE'S NEIGHBORHOOD GRILL & BAR","550 ALFRED STREET  GATEWAY CENTER","BIDDEFORD","YORK","7116","S-V-M","11/01/2015","ON",44.5478569,44.5478569,"street_address","small","#f44","restaurant"
"7121",NA,"FI WOOD RESTAURANT","7121","Yes","797 MAIN STREET","SANFORD","ME","490-1025","FI WOOD RESTAURANT","797 MAIN STREET","SANFORD","YORK","7121","S-V-M","01/27/2015","ON",44.5272951,44.5272951,"street_address","small","#f44","restaurant"
"7140",NA,"JAKE'S SEAFOOD RESTAURANT","7140","Yes","139 POST ROAD","MOODY","ME","646-6771","JAKE'S SEAFOOD RESTAURANT","139 POST ROAD","MOODY","YORK","7140","M","04/18/2015","ON",44.552756,44.552756,"street_address","small","#f44","restaurant"
"7145",NA,"BINTLIFF'S AMERICAN CAFE","7145","Yes","98 PORTLAND STREET","PORTLAND","ME","839-6546","BINTLIFF'S AMERICAN CAFE","98 PORTLAND STREET","PORTLAND","CUMBERLAND","7145","S-V-M","12/05/2014","ON",44.222588,44.222588,"street_address","small","#f44","restaurant"
"7146",NA,"DUTCH ELM GOLF COURSE, INC.","7146","Yes","5 BRIMSTONE ROAD","ARUNDEL","ME","282-9850","DUTCH ELM GOLF COURSE, INC.","5 BRIMSTONE ROAD","ARUNDEL","YORK","7146","S-V-M","04/14/2015","ON",44.1950444,44.1950444,"street_address","small","#f44","restaurant"
"7150",NA,"LOS TAPATIOS MEXICAN RESTAURANT","7150","Yes","11 ADAMS STREET","BIDDEFORD","ME","229-0745","LOS TAPATIOS MEXICAN RESTAURANT","11 ADAMS STREET","BIDDEFORD","YORK","7150","S-V-M","04/09/2015","ON",44.2895987,44.2895987,"street_address","small","#f44","restaurant"
"7154",NA,"SMITTY'S CINEMA - SANFORD","7154","Yes","1364 MAIN STREET","SANFORD","ME","490-6677","SMITTY'S CINEMA - SANFORD","1364 MAIN STREET","SANFORD","YORK","7154","S-V-M","06/03/2015","ON",43.9454408,43.9454408,"street_address","small","#f44","restaurant"
"7157",NA,"CHINA HOUSE RESTAURANT","7157","Yes","515 MAIN STREET","SACO","ME","282-2293","CHINA HOUSE RESTAURANT","515 MAIN STREET","SACO","YORK","7157","S-V-M","05/16/2015","ON",44.4874658,44.4874658,"street_address","small","#f44","restaurant"
"7158",NA,"MEKHONG ASIAN BISTRO","7158","Yes","865 FOREST AVENUE","PORTLAND","ME","207-318-9377","MEKHONG ASIAN BISTRO","865 FOREST AVENUE","PORTLAND","CUMBERLAND","7158","S-V-M","10/03/2015","ON",44.4186718,44.4186718,"street_address","small","#f44","restaurant"
"7161",NA,"SPACE GALLERY","7161","Yes","538 CONGRESS STREET","PORTLAND","ME","828-5600","SPACE GALLERY","538 CONGRESS STREET","PORTLAND","CUMBERLAND","7161","S-V-M","01/21/2015","ON",44.23175,44.23175,"street_address","small","#f44","restaurant"
"7163",NA,"LOBSTER IN THE ROUGH","7163","Yes","1000 ROUTE 1","YORK","ME","363-4721","LOBSTER IN THE ROUGH","1000 ROUTE 1","YORK","YORK","7163","S-V-M","06/24/2015","ON",44.4183032,44.4183032,"street_address","small","#f44","restaurant"
"7170",NA,"PERSONAL TOUCH CATERING","7170","Yes","62 CHICOPEE ROAD","BUXTON","ME","642-2148","PERSONAL TOUCH CATERING","62 CHICOPEE ROAD","BUXTON","YORK","7170","S,V,M-S-V-M","11/07/2014","ON",44.5440141,44.5440141,"street_address","small","#f44","restaurant"
"7171",NA,"BADGER'S ISLAND PIZZA","7171","Yes","3 ISLAND AVENUE","KITTERY","ME","439-5996","BADGER'S ISLAND PIZZA","3 ISLAND AVENUE","KITTERY","YORK","7171","V-M","04/30/2015","ON",44.5171599,44.5171599,"street_address","small","#f44","restaurant"
"7176",NA,"SEAFOOD CENTER","7176","Yes","1181 PORTLAND ROAD","ARUNDEL","ME","985-7391","SEAFOOD CENTER","1181 PORTLAND ROAD","ARUNDEL","YORK","7176","M-V","04/24/2015","ON",44.0147378,44.0147378,"street_address","small","#f44","restaurant"
"7181",NA,"BLAST FROM THE PAST","7181","Yes","114 SOKOKIS TRAIL","EAST WATERBORO","ME","247-8005","BLAST FROM THE PAST","114 SOKOKIS TRAIL","EAST WATERBORO","YORK","7181","V-M","07/08/2015","ON",44.5551906,44.5551906,"street_address","small","#f44","restaurant"
"7182",NA,"PIER 77 RESTAURANT","7182","Yes","77 PIER ROAD","CAPE PORPOISE","ME","967-8500","PIER 77 RESTAURANT","77 PIER ROAD","CAPE PORPOISE","YORK","7182","S-V-M","04/30/2015","ON",43.4391627,43.4391627,"locality","small","#f44","restaurant"
"7186",NA,"EAST RESTAURANT","7186","Yes","636 POST ROAD","WELLS","ME","641-8788","EAST RESTAURANT","636 POST ROAD","WELLS","YORK","7186","S-V-M","06/05/2015","ON",43.1714933,43.1714933,"neighborhood","small","#f44","restaurant"
"7190",NA,"WARREN'S LOBSTER HOUSE","7190","Yes","11 WATER STREET","KITTERY","ME","439-1630","WARREN'S LOBSTER HOUSE","11 WATER STREET","KITTERY","YORK","7190","S-V-M","07/01/2015","ON",43.5599492,43.5599492,"route","small","#f44","restaurant"
"720",NA,"MOODY BEACH RESORT","720","Yes","226 POST ROAD","MOODY","ME","207-646-4586","MOODY BEACH RESORT","226 POST ROAD","MOODY","YORK","720","V-M","06/22/2015","OFF",43.0881256,43.0881256,"locality","small","#4f4","restaurant"
"7200",NA,"HOOLIGANS LANDING","7200","Yes","2 OLD ORCHARD STREET","OLD ORCHARD BEACH","ME","934-3595","HOOLIGANS LANDING","2 OLD ORCHARD STREET","OLD ORCHARD BEACH","YORK","7200","S-V-M","05/09/2015","ON",43.5009176,43.5009176,"locality","small","#f44","restaurant"
"7205",NA,"POM'S THAI TASTE RESTAURANT AND NOODLE HOUSE","7205","Yes","571 CONGRESS STREET","PORTLAND","ME","772-6999","POM'S THAI TASTE RESTAURANT AND NOODLE
HOUSE","571 CONGRESS STREET","PORTLAND","CUMBERLAND","7205","S-V-M","12/04/2014","ON",43.5177659,43.5177659,"locality","small","#f44","restaurant"
"7218",NA,"THAI FOR YOU","7218","Yes","647 US ROUTE ONE","YORK","ME","866-1005","THAI FOR YOU","647 US ROUTE ONE","YORK","YORK","7218","V-M","09/25/2015","ON",43.2277157,43.2277157,"street_address","small","#f44","restaurant"
